company_name,name,description,phone,email,state_code,url,language
AEK svařovací technika s.r.o.,STRONG HAND EUROPE s.r.o.,"Svěrky, magnety, svářecí stoly, svářečky, polohovadla, nehořlavá plátna, svářecí zástěny, argonové komory, centrátory, automatizace řezání a svařovaní.",420-602364884,obchod@aeksvarovani.cz,CZ,aekwelding.cz,CZ
Bruker Alicona,EMUS d.o.o.,Jsme mezinárodní dodavatel optické techniky 3D měření povrchů pro zajišťování kvality v laboratoři i ve výrobě.,43-316403010700,sales.alicona@bruker.com,HR,www.alicona.com,EN
"TERIER, s.r.o.",,"Výroba nožových mlýnů, drtičů, hydraulických nůžek. Projekce a dodávky recyklačních linek na zpracování pevných odpadů (plasty, kabely, pneumatiky...).",420-485152659,terier@terier.cz,,www.terier.cz,CZ
Česká agentura pro standardizaci s.p.o.,,"Zajišťujeme všechny činnosti související s tvorbou, vydáváním a distribucí technických norem. Provozujeme licencovanou databázi ČSN online – snadný, rychlý a cenově dostupný online přístup k ČSN, TNI.",420-221802130,info@agentura-cas.cz,,www.agentura-cas.cz,CZ
"TRUMPF Praha, spol. s r.o.",,,420-251106200,info@cz.trumpf.com,,www.trumpf.com,EN
"Jyoti CNC Automation Pvt., Ltd.",,Výrobce vertikálních a horizontálních obráběcích center a CNC soustruhů a vertikálních soustruhů.,33-388675252,commercial@huron.fr,,www.jyoti.co.in,EN
"MIKRON Moravia, s.r.o.",,"Jsme výhradním zástupcem výrobců obráběcích strojů firem LEADWELL, Pinnacle a Z- MaT. Provádíme záruční a pozáruční servis.",420-566544487,mikron@mikronmoravia.cz,,www.mikronmoravia.cz,CZ
"MCAE Systems, s.r.o.",,"Pomocí digitálních technologií – 3D tisku, 3D měření a CAD/CAM – posouváme hranice inteligentní výroby v mnoha průmyslových odvětvích. Ať už se jedná o prototypování, sériovou výrobu funkčních dílů, kontrolu kvality nebo automatizaci výrobních procesů, u nás najdete to pravé řešení pro všechny vaše aplikace. Již téměř 30 let pomáháme našim zákazníkům realizovat ty nejsmělejší vize a redefinovat návrh a vývoj produktů i výrobní procesy. Díky nejmodernějším 3D technologiím a našim vysoce odborným zkušenostem vám umožníme dělat věci jinak, efektivně, úsporně a inovativně.",420-549128811,mcae@mcae.cz,,www.mcae.cz,CZ
"BOCO PARDUBICE machines, s.r.o.",,"BOCO PARDUBICE machines, s.r.o. je tradiční český výrobce technologických zařízení pro zpracování plastů, pryže a silikonu. V našem sortimentu nabízíme extrudery a linky na výrobu profilů, trubek, hadiček, filamentů nebo plochých fólií, vertikální i horizontální horkovzdušné pece. Dále nabízíme možnost výroby či renovací šneků a komor do všech zařízení – jak extruderů, tak vstřikolisů a termoizolační deky na tyto stroje.",420-466797011,info@boco.cz,,www.boco.cz,CZ
BO - IMPORT s. r. o.,,"Firma BO-IMPORT s.r.o. je více než 20 let důležitým mezičlánkem mezi výrobcem a konečným spotřebitelem ve strojírenství. Je spolehlivým partnerem v oblasti nástrojů, nářadí, brusiva, měřidel a dílenského vybavení. Pomáhá svým zákazníkům vybrat vždy to nejlepší řešení s ohledem na jejich potřeby a priority. Šetří tak firmám čas, peníze a především starosti.",420-585316462,info@bo-import.cz,,www.bo-import.cz,CZ
Regionální hospodářská komora Brno - Enterprise Europe Network,,,420-532194911,rhkbrno@rhkbrno.cz,,www.rhkbrno.cz,CZ
EBS QUICK COUPLINGS (EBS BAGLANTI ELEMANLARI SAN.VE DIS.TIC.A.S.),,,90-4444613,export@ebs.com.tr,,,EN
"M & B Calibr, spol. s r.o.",,,420-546434700,obchod@mbcalibr.cz,,www.mbcalibr.cz,CZ
Weiler Werkzeugmaschinen GmbH,,"Výrobce přesných univerzálních a CNC soustruhů, soustruhů s cyklickou automatikou, automatizačních systémů.",49-9101705100,info@weiler.de,,www.weiler.de,EN
Pöppelmann GmbH & Co. KG,,"Společnost Pöppelmann, založená v roce 1949, je se svými pěti výrobními provozy, 550 vstřikovacími stroji, hlubokotažnými zařízeními a extrudéry vedoucím výrobcem v oboru zpracování plastových hmot.",49-44429820,kapsto@poeppelmann.com,,www.poeppelmann.com,EN
"I.K.V., s.r.o.",Accustrip,"Prodej průmyslových myček obrobků a odmašťovacích strojů, manipulačních košů a zakladačů, linek pro sušení třísek, filtračních jednotek chladicích kapalin. Zakázkové mytí obrobků a průmyslových dílů.",420-513033950,ikvbrno@ikvbrno.cz,DK,www.ikvbrno.cz,CZ
Dormer Pramet s.r.o.,,Společnost Dormer Pramet vznikla v roce 2014 spojením výrobce monolitních nástrojů Dormer Tools a společnosti Pramet Tools specializující se na výrobu nástrojů s vyměnitelnými břitovými destičkami ze slinutého karbidu.,420-583381111,info.cz@dormerpramet.com,,www.dormerpramet.com,EN
TFC Ltd.,Smalley Steel Ring Company,"Společnost TFC Ltd. je jedním z předních mezinárodních dodavatelů spojovacích materiálů, konektorů a rychlospojek pro fluidní techniku a je považována za specialistu na jakékoliv pružinové prvky. Společnost byla založena v roce 1961 a od roku 2022 je členem americké skupiny AFC Industries. Společnost TFC je výhradním dodavatelem zejména válcovaných pojistných kroužků z plochého drátu Smalley® a vlnovcových pružin Smalley®. Na základě tohoto produktového portfolia disponuje společnost rozsáhlými odbornými znalostmi a mezioborovým know-how pro řešení náročných úkolů v oblasti optimalizace montážního prostoru, technologie předpínání a skladového řízení C-dílů.",420-581602721,hranice@tfc.eu.com,US,www.tfc.eu.com/,EN
"Portaflex, s.r.o.",NIKO Vertriebs.g.m.b.H.,"Prodáváme podvěsné dopravníky, jeřábové dráhy pro lakovny. Dále nabízíme kování pro pojezdová vrata a brány.",420-599524141,kovani@portaflex.cz,AT,www.portaflex.cz,CZ
Schwäbische Werkzeugmaschinen GmbH,,"Společnost Schwäbische Werkzeugmaschinen GmbH (SW) se sídlem v německém Schrambergu - Waldmössingenu je předním mezinárodním výrobcem inteligentních výrobních řešení. Společnost SW v současné době zaměstnává po celém světě přibližně 1400 lidí a v roce 2022 dosáhla obratu skupiny ve výši přibližně 466 milionů EUR. 

Společnost SW již více než 25 let stanovuje standardy přesnosti, efektivity a udržitelnosti. Za tímto účelem jsou chytrá výrobní řešení SW individuálně přizpůsobována potřebám zákazníků a jsou vyvíjena výrobní řešení na míru. Portfolio produktů sahá od CNC obráběcích center s modulární automatizací a samostatných výrobních buněk až po kompletní výrobní systémy a související softwarová řešení.

Portfolio strojů SW zahrnuje jak jednostaniční stroje pro obrábění složitých velkoobjemových obrobků, tak dvoustaniční stroje pro vysoce přesné obrábění filigránských součástí. Použití dvojitého otočného stolu umožňuje, aby nakládání a vykládání probíhalo během obrábění paralelně, čímž se minimalizuje neproduktivní čas a zvyšuje produktivita. Patentovaná konstrukce monobloku zajišťuje vysokou tuhost stroje u všech strojů SW. Kromě pohonů s kuličkovými šrouby používá SW také pohony s lineárními motory a nabízí jedny z nejrychlejších obráběcích center na světě. 

SW je světovou jedničkou v oblasti vícevřetenových obráběcích center pro obrábění všech typů materiálů. Díky těmto výrobním řešením posouvají uživatelé svou výrobu na novou úroveň flexibility, konektivity, modularity a produktivity v automobilovém průmyslu, elektromobilitě, zemědělských a stavebních strojích, zdravotnické technice a leteckém průmyslu. 

SW jako dodavatel řešení automatizuje kompletní výrobní linky a zajišťuje plánování celého procesu - od polotovaru až po hotový díl. Komplexní služby Life udržují produktivitu na nejvyšší úrovni a výrazně prodlužují životní cyklus strojů.

Společnost má zastoupení po celém světě. Kromě specializovaného závodu na automatizaci SW Automation v Tettnangu má SW závody v USA a Číně. Další pobočky ve Francii, Itálii, Polsku, Maďarsku a Mexiku zajišťují intenzivní a rychlou mezinárodní podporu zákazníků.",49-7402740,info@sw-machines.com,,www.sw-machines.com,EN
Remmert GmbH,,"Remmert GmbH - o společnosti
 
""Vytváříme materiálové toky"": Toto prohlášení odborníka na manipulaci s materiálem společnosti Remmert je určeno kovozpracujícímu průmyslu a odvětví obchodu s ocelí a kovy. Tato technologická společnost je uznávaným odborníkem na inteligentní automatizaci a intralogistická řešení, jakož i na systémy pro skladování dlouhého zboží a plechů. Pomocí standardizovaného modulárního systému je celý tok materiálů a informací dokonale přizpůsoben potřebám klienta. Systémy Remmert, včetně inteligentních řídicích a softwarových modulů, umožňují zvýšení produktivity intralogistického procesu již od prvního dne. Díky nezávislosti na dodavateli a modularitě lze tyto systémy flexibilně přizpůsobovat měnícím se požadavkům. Uživatelé tak mají k dispozici komplexní, investičně bezpečné a na budoucnost připravené řešení pro celý tok materiálu na periferii svých zpracovatelských strojů.",49-5732896300,sales@remmert.de,,www.remmert.de,EN
"DIEFFENBACHER - CZ, hydraulické lisy, s.r.o.",,"Hydraulické lisy pro tváření kovů, lisy pro tváření umělých hmot a kompozitních materiálů, lisy pro výrobu dřevotřískových, dřevovláknitých a OSB desek.",420-548423111,dcz@dieffenbacher.cz,,www.dieffenbacher.cz,CZ
CIPRES FILTR BRNO s.r.o.,,"Odsávání a filtrace vzduchu ve všech průmyslových odvětvích - strojírenská výroba, svařování, slévárenství, dřevařská výroba, keramická a sklářská výroba. Odprášení cementáren, kotelen, mlýnů atd.",420-545220506,cipres@cipres.cz,,www.cipres.cz,CZ
LIFTEC CZ a.s.,Abmark,"Prodej, servis, pronájem bezkontaktních a kontaktních technologií pro značení výrobků nebo obalů (datum výroby a spotřeby, šarže, čárové kódy, datamatrix, jednoduchá grafika). Technologie: inkjet, laser, mikroúder, horká ražba, termotransfer a aplikátory etiket. Zařízení dodáme na klíč včetně integrace do výrobního procesu.",420-296411823,obchod@liftec.cz,ES,www.liftec.cz,CZ
"ECOSOND, s.r.o.",Fours Industriels B.M.I.,"Systémy automatického řízení k průmyslovým pecím. Kalicí oleje a polymery. Akreditovaná kalibrační laboratoř termočlánků a kyslíkových sond. Měření TUS, SAT podle AMS 2750 a CQI-9. Průmyslové pece pro tepelné zpracování kovů. Svařování a 3D tisk elektronovým paprskem. Kovové dopravní pásy.",0,ecosond@ecosond.cz,FR,www.ecosond.cz,CZ
WELDPLAST ČR s.r.o.,,,420-724970988,praha@weldplast.eu,,www.weldplast.eu,EN
"Mastercam, RoboDK",,"Distribuce, prodej a podpora CAD/CAM software Mastercam pro obráběcí a tvářecí stroje.
Integrace robotických aplikací.
Distribuce software RoboDK pro řízení robotů.",420-734249272,info@mastercam.cz,,www.mastercam.cz,CZ
L. Kellenberger & Co. AG,,Výrobce CNC řízených univerzálních brusek pro vnější a vnitřní broušení pro nejvyšší náročnost. Na přání lze doplnit řízení procesu a automatizaci.,41-712429111,info@kellenberger.net,,www.hardinge.eu,EN
KUBOUŠEK s.r.o.,BAUER KOMPRESSOREN,,420-389041111,kti@kubousek.cz,DE,www.kubousek.cz,CZ
PlasticPortal.eu,,"Odborný internetový portál pro plastikářský průmysl v ČR a SR. Všechny informace na jednom místě - firmy, novinky na trhu, události, semináře, ceny plastů, prodej, koupě, kariéra.",421-911264141,plasticportal@plasticportal.eu,,www.plasticportal.eu,EN
MXM,,"MXM je česko-německý start-up, který vyvíjí elektrické terénní motorky. Jsme vášniví fanoušci a jezdci motokrosu a motorsportu.",420-416711111,hennlich@hennlich.cz,,www.hennlich.cz,CZ
Top Automazioni S.r.l.,,,39-0541688248,amministrazione@topautomazioni.com,,www.topautomazioni.com,EN
FerRobotics Compliant Robot Technology GmbH,"KESAT, a.s.",Výrobce senzitivních koncových efektorů pro robotické provádění povrch. úprav,43-72010810701,office@ferrobotics.at,CZ,www.ferrobotics.com,EN
ACIM JOUANIN,,"Evropským lídr na trhu průmyslových topných těles, nabízí ucelená řešení pro kontaktní ohřev, ohřev kapalin a plynů.",33-232383333,jouanin@acim-jouanin.fr,,www.acim-jouanin.fr,EN
BIG KAISER Precision Tooling Ltd.,Big Daishowa Seiki Co. Ltd.,BIG KAISER je globání lídr v oblasti vysoce přesných vyvrtávacích nástrojů a upínačů nástrojů pro obráběcí stroje.,41-448179200,vit.nadvornik@ch.bigkaiser.com,JP,www.bigkaiser.eu,EN
RAVEO s.r.o.,,,420-577700150,marketing@raveo.cz,,www.raveo.cz,CZ
WELTER zahnrad GmbH,,"Společnost WELTER zahnrad je celosvětovým kontaktním partnerem pro inovativní pohonné systémy: Spirálové a zakřivené kuželové převody, čelní/šikmé převody, Hirthovy/čelní převodové spojky, šnekové převody, široký sortiment frézovaných, drážkovaných, tvarovaných, broušených ozubených kol. Ozubená kola pro turbopohony.",49-78219230,rechnungen@welter-lahr.de,,www.welter-zahnrad.de,EN
Schneeberger GmbH,A.Mannesmann Maschinenfabrik GmbH,"Lineární vedení, polohovací systémy, integrované odměřování polohy lineárních os, kuličkové šrouby, ozubené hřebeny a odlitky z minerálního kompozitu. Sortiment je určen pro obráběcí stroje, pro speciální stroje, pro dřevoobráběcí stroje, pro manipulaci a automatizaci.",49-70817820,info-d@schneeberger.com,DE,www.schneeberger.com,EN
KITAGAWA EUROPE GMBH,TdeG,"Japonská firma Kitagawa vyrábí příslušenství k CNC soustruhům a obráběcím centrům. Vyrábíme NC otočné stoly (děličky), silová sklíčidla a hydraulické válce k nim. Dále kleštinové upínače, stacionární upínače pro obráběcí centra, rozpínací trny, lunety, manuální svěráky.
Vyrábíme také chapadla pro roboty a automatizaci.",49-2115502940,info@kitagawaeurope.de,ES,www.kitagawa.cz,EN
P.E.I. S.r.l.,,"Evropský špičkový výrobce již více než 40 let na trhu !

Produktové portfolio firmy P.E.I. z Itálie se neustále vyvíjí a roste. Vedle již známých produktů vyráběných dle individuálních potřeb a požadavků zákazníků jako jsou ochranné měchy, roletové a teleskopické kryty, třískové zástěny, či stěrače nabízí firma P.E.I. kompletní krytování, variabilní ochranné zástěny a nově i jednoduché a snadno rozmontovatelné teleskopické kryty.

Kontaktujte nás!",39-0516464811,info@pei.eu,,www.pei.eu,EN
"TRANS-TECHNIK, spol. s r.o.",Camloc,"Dovozce spojovacího materiálu a nýtovacího nářadí značky FAR, HUCK, Camloc, Cam-Safe, POP Avdel a Tubtara.

Dodavatel průmyslové chemie privátní značky FIXON a dovozce průmyslové chemie značky KÖMMERLING.",420-548424011,melnik@trans-technik.cz,US,www.trans-technik.cz,CZ
ELHA-MASCHINENBAU Liemke KG,Diana Duffeková,"ELHA-MASCHINENBAU je německá firma s dlouhou tradicí. Nabízí technickou inovaci s obráběcími stroji uzpůsobenými na míru potřebám jednotlivých zákazníků, které umožňují individuální výrobní procesy pro náročné obráběcí požadavky. Naše stroje se vyznačují vysokou produktivitou, inovativními koncepty a hospodárností.",49-52575080,info@elha.de,CZ,www.elha.de,EN
ACCORD PRAHA s.r.o.,ASD SYSTEMS,"Prodej a servis automatických vertikálních skladů FERRETTO, výdejních a zápůjčkových automatů ASD Systems.",420-224318055,obchod@accord-praha.cz,PL,www.automatickeregaly.eu,CZ
Ficep S.p.A.,,"Společnost Ficep má sídlo ve Varese, Itálie a je předním výrobcem obráběcích nástrojů pro výrobu ocelových konstrukcí se zákazníky v téměř 90 zemích po celém světě. Společnost nabízí nejširší sortiment strojů na světě, a to jak pro konstrukční ocel, tak pro tvářecí průmysl. 
Společnost Ficep založila rodina nynějších vlastníků v roce 1930. V průběhu let společnost vyrostla z výrobce manuálních strojů do globálního leadera v oblasti výroby nejmodernějších CNC strojů a automatických systémů pro průmysl ocelových konstrukcí. 
Více informací najdete na www.ficepgroup.com",39-0332876111,ficep@ficep.it,,www.ficepgroup.com,EN
AUREN s.r.o.,AVALON,"Zařízení na povrchovou úpravu kovů, plastů, dřeva. 28 let zkušeností ve výrobě omílacích strojů. Vibrační, odstředivé ve tvaru kulaté a žlabové. Vhodně pro malé a středně a velké výroby.",421-905549646,obchod@auren.sk,PL,www.auren.cz,SK
pewag Czech s.r.o.,,"Vázací prostředky. Vysokopevnostní vázací řetězy pevnostních tříd G10 a G12, vázací body, zvedací svěrky, kotevní řetězy. Sněhové řetězy pro osobní automobily, SUV, traktory a nákladní vozy, ochranné řetězy. Řetězy pro lesní hospodářství, terénní řetězy a kolopásy. Zvedací pásy a kruhové smyčky. Řetězy a komponenty pro řetězové dopravníky.",420-494549925,prodej@pewag.cz,,www.pewag.cz,CZ
"TVARtech - stroje, s.r.o.",,"CNC ohraňovací lisy, CNC servo ohraňovací lisy, fiber lasery, NC, CNC a ruční nůžky, zakružovačky plechů i zakružovačky profilů a trubek, CNC plazmové řezací stroje, vysekávací stroje, excentrické a hydraulické lisy, laserové svářečky a další.",420-776200306,obchod@novestroje.cz,,www.novestroje.cz,CZ
"Panasonic Industry Europe GmbH, odštěpný závod",Panasonic Industry Europe,"Systémy laserového popisování, senzory, PLC (programovatelné automaty), operátorské panely, servomotory 24, 48, 230 a 3x380 V, komponenty pro elektrotechniku, čítače, časovače, počítadla provozních hodin.",420-541217001,info.pewczs@eu.panasonic.com,CZ,industry.panasonic.eu/cs,EN
HIWIN s.r.o.,,"Kuličkové šrouby, lineární vedení, lineární motory, lineární moduly, polohovací osy, víceosé sestavy, rotační motory, otočné stoly, servo kontrolery a servomotory, pojezdové dráhy k průmyslovým robotům, kuličková pouzdra a vodící tyče, křížová válečková ložiska, harmonické převodovky - Datorker.",420-548528238,info@hiwin.cz,,www.hiwin.cz,CZ
4dot Mechatronic Systems s.r.o.,,Aby stroje vyráběly - Technická diagnostika a procesní monitoring strojů.,420-778455090,info@4dot.cz,,www.4dot.cz,CZ
"SolidVision, s.r.o.",CREAFORM,Autorizovaný prodejce a distributor CAD/CAM/PDM řešení SOLIDWORKS a SolidCAM. Dodavatel laserových 3D scannerů a souvisejících služeb. Distributor 3D tiskáren značky Markforged. Vývoj a výroba CNC strojů. Partner HELIOS.,420-533433111,info@solidvision.cz,CA,www.solidvision.cz,CZ
JPF Czech s.r.o.,,"Společnost JPF se zabývá exekutivním řízením firem. Pomáháme majitelům překonávat krize, opětovně nastartovat růst a dále úspěšně rozvíjet jejich společnosti.",420-731691000,jan.kodytek@jpf.cz,,www.jpf.cz,CZ
"HONOR SEIKI CO., LTD.",,"Vertikální soustruhy od Honor Seiki se vyznačují zejména vysokou přesností, tuhostí, optimálně vypočítanými geometrickými údaji a účinností a také nejvyšší možnou spolehlivostí. Vysoce kvalitní odlitek Meehanit zajišťuje nízkou tepelnou roztažnost a vysokou opakovatelnost. Díky různým možnostem lze stroje individuálně optimalizovat tak, aby vyhovovaly vaší aplikaci.
Využití v mnoha různých průmyslových odvětvích, jako je letectví, automobilový průmysl, energetika nebo strojírenství, ukazuje rozmanitost možných použití.",886-79759888,honor@honorseiki.com,,www.honorseiki.com,EN
"HCP PUMP MANUFACTURER CO., LTD.",,"Výrobce čerpadel HCP Pump Manufacturer Co., Ltd. byl založen v roce 1979 a HCP je nejúspěšnějším výrobcem ponorných čerpadel na Tchaj-wanu.

Od založení společnosti je všichni zaměstnanci HCP vždy nadšeni ve vývoji a implementaci lepších hydrodynamických technik s nižší spotřebou a nabízením nejlepšího zákaznického servisu s cílem dosáhnout nejvyšší spokojenosti domácích i mezinárodních zákazníků.

Čerpadla HCP jsou široce používána v různých oblastech. Například při jednoduchém odvodňování, zahradničení, zemědělství, akvakultuře, stavebnictví, čištění průmyslových stok, na stanici pro povodňovou kontrolu a v těžebním průmyslu. Kde je voda, tam je čerpadlo HCP.

""make future flow"" je vizí HCP zaměřenou na technologii čerpadel pro rozvoj vodních zdrojů. Jsme motivováni poskytovat efektivní technologii čerpadel našim partnerům, aby zajistili udržitelnost v recyklaci vody, což zase přispívá ke světlejší budoucnosti pro životní prostředí.",886-87562345,service@hcppump.com,,www.hcppump.com,EN
IBASE Technology Inc.,,"IBASE Technology specializes in the design and manufacturing of robust industrial PC products, delivering high quality products and excellent service since its establishment in 2000. IBASE carries out manufacturing and quality control at its own facilities in Taiwan that are certified with ISO 9001, ISO 13485, ISO 14001 and ISO 27001 standards. Current product offerings comprise of x86- and RISC-based industrial motherboards, embedded systems, panel PCs, digital signage players and network appliances for applications in the AIoT, industrial automation, smart retail, intelligent transportation, networking & communication and medical sectors. The company is publicly listed in the Taipei Exchange (TPEx: 8050) and is now a leading global provider of innovative industrial and embedded computing products.

IBASE is built on the corporate cornerstones of ""teamwork, sharing, innovation, efficiency, and service"". These hold the key to IBASE's extraordinary competitiveness and continuous growth. As a team, IBASE is committed to consistently provide products and services of the highest quality and competitiveness to strategically position customers in a win-win situation.",886-227000000,sales@ibase.com.tw,,www.ibase.com.tw,EN
KINIK COMPANY,,"Kinik Company is a specialized grinding wheel manufacturer and operating over seventy years, which located in the famous place of ceramics and pottery in Taiwan - Yingge. Now we are the leading edge no matter in the technology, production scale, variety of the products, and customer services in this field. The leadership of our company comes from the advantages on our outstanding quality of service and integral infrastructure of the market channels. Our grinding wheels and cutting tools span across the low-end categories to the high-end application to meet any requirement of our customers on grinding and cutting. The products with various specifications we can provide now are more than one hundred thousand, and the number of the various customers we serve now has already over eight thousand. At present stage, we are devoting in transiting into a high value-added company based on our advantages in grinding and cutting. The sustainable investment on the capital expenditure and on the training and education of the employees achieve us to reform our business organism and to extend our business into the diamond-related industries and the reclaimed wafer. Our insistence on technology development, application innovation and the product quality, in addition to the assistance of the government grant had turned us into a technology-leading company. Now by the benefit of our leading artificial diamond technology, our tooling products for high-end industries have successfully improved not only the durability and processing accuracy but also dramatically decrease the waste of global resources. It can be deservedly claimed as the ""Green Diamond"".",886-226791931,export@kinik.com.tw,,www.kinik.com.tw,EN
SICK spol. s r.o.,,,420-257911850,sick@sick.cz,,www.sick.cz,CZ
SANEZOO,,,420-721966366,europe@sanezoo.com,,www.sanezoo.com,EN
STEROS GPA INNOVATIVE SL,,,34-626444237,carlalorentem@gmail.com,,,EN
R. Stock AG,,"Společnost R. Stock AG se sídlem v Berlíně je dodavatelem rotačně symetrických přesných nástrojů pro řezání kovů. Společnost Stock, která je začleněna do jedné z předních skupin společností na trhu výroby nástrojů, těží z celosvětové sítě poboček, desetiletí know-how, vynikajících technologií, vlastního výzkumu a vývoje a výroby vlastních karbidů a povlaků. Výsledkem jsou vysoce výkonné nástroje pro nejlepší výsledky obrábění a maximální přesnost.",49-3040903300,sales@stock.de,,www.stock.de,EN
Herrmann Ultrazvuk s.r.o.,,"Ultrazvukové technologie pro svařování plastů. Ultrazvukové svařovací stroje - výroba, poradenství, prodej. Spojování (svařování) plastů ultrazvukem, svařování termoplastů. Ultrazvukové sváření (svařování) obalů (packaging) a textilií (non-woven).",420-532123057,info@herrmannultrazvuk.com,,www.herrmannultrazvuk.com,EN
"Svaz strojírenské technologie, zájmové sdružení",CECIMO - European Association of the Machine Tool Industries,"SST sdružuje více než 80 % výrobců obráběcích a tvářecích strojů a příbuzných oborů z ČR a SR. Hlavním cílem SST je poskytování technicko-obchodních, marketingových a dalších služeb ve prospěch svých členů. SST je spolupořadatelem veletrhů MSV a IMT v Brně a od roku 1996 je členem evropské asociace výrobců obráběcích strojů CECIMO.",420-228225938,cap@sst.cz,BE,www.sst.cz,CZ
ENGEL CZ s.r.o.,,"Společnost ENGEL se sídlem v rakouském Schwertbergu je jednou z předních světových společností v oblasti výroby strojů na zpracování plastů. Společnost ENGEL nabízí individuální řešení pro zpracování termoplastů, termosetů a elastomerů od jednotlivých vstřikovacích strojů až po integrované a automatizované výrobní buňky. S devíti výrobními závody v Evropě, Severní Americe a Asii a s dceřinými společnostmi a zastoupeními ve více než 85 zemích má společnost ENGEL celosvětovou působnost. Od svého založení v roce 1945 je společnost ENGEL dodnes ve stoprocentním rodinném vlastnictví.",420-211042902,milos.kmonicek@engel.at,,www.engelglobal.com,EN
SLT components spol. s r.o.,EKD Systems GmbH,"Zajišťujeme dodávky, servis a technické poradenství komponentů vyráběných firmou STAHL CraneSystems GmbH a MAGNETEK Ltd., které jsou určeny pro zdvihací techniku. Pro Českou republiku a Slovensko zastupujeme německého výrobce navíjecích bubnů Hartmann & König Stromzuführungs AG a polského výrobce kabelových vleček firmu UNILIFT Sp. z o.o. sp.k.. Naše firma je obchodním partnerem firem ESARIS INDUSTRIES - SITE FELS, EKD Systems GmbH a Vetter Krantechnik GmbH.",420-602102225,zbynek.dvorak@sltcomponents.com,DE,www.sltcomponents.com,EN
"PILOUS - pásové pily, spol. s r.o.",,"Vyrábíme pásové pily na kov a na dřevo, brusky pilových pásů, pilové pásy, válečkové dopravníky.",420-543252010,info@pilous.cz,,www.pilous.cz,CZ
DEOM s.r.o.,Innovalia,"Česká společnost DEOM, která je od svého založení v roce 2004 předním dodavatelem optické a dotykové měřicí techniky pro kontrolu rozměrů. Zastupuje značky: OGP, Metronor, Lasertex a Innovalia. Společnost je také akreditovanou kalibrační laboratoří podle ČSN EN ISO/IEC 17025:2018.",420-273160600,deom@deom.cz,ES,www.deom.cz,CZ
"MEPAC CZ, s.r.o.",,"• Výroba nástrojů a forem, vstřikování plastů, přesné strojírenství, laserové řezání, navařování, gravírování, popisování, výroba a servis laserů a laserových systémů, výroba přesných strojních dílů, výpalky z přesných ocelových plechů, výroba plastových komponentů.
• Reverzní inženýrství, opravy forem a nástrojů včetně navařování, opracování, tušírování a leštění až do zrcadlových lesků, lapování.
• Prodej: navařovací, svařovací a řezací lasery, gravírovací a popisovací lasery, optické skenery, 3D měřící stoly, 3D tiskárny, lapovací stroje, přístroje, nástroje a nářadí, mikromotory, pneu. nářadí, leštící a brousící technika, přesné ocelové a mosazné planžety, laserové návarové materiály, mepac-eshop.cz.
• Kursy leštění a navařování, laser-centrum, návar-centrum, gravírovací-centrum.",420-558348112,info@mepac.cz,,www.mepac.cz,CZ
4IGV s.r.o.,,Společnost 4IGV s.r.o. zabývající se automatizací logistiky je poskytovatelem a přímým dodavatelem autonomních vozíků Agilox.,420-732603712,info@4igv.cz,,4igv.cz,CZ
AGEMA Germany GmbH,,"Výrobce EDM strojů
(erozivní jemné vrtání & zapouštění závitů).",49-7082924180,office@agema-germany.de,,www.agema-germany.de,EN
Stähli Läpp Technik AG,,"Výrobce vysoce kvalitních rovinných a kruhových lapovacích strojů, jakož i strojů na honování ploch a superfinišování pro polyvalentní aplikace a dokončovací obrábění.",41-323760500,ltp@stahli.com,,www.stahli.com/,EN
IEMCA a BUCCI AUTOMATIONS SPA DIVISION,,"Společnost IEMCA je výrobce automatických podavačů tyčového materiálu od roku 1961. Dnes je světovým lídrem v této oblasti a celosvětově již prodala přes 110.000 strojů. Sortiment společnosti IEMCA zahrnuje automatické podavače pro jednovřetenové soustruhy s pevným i pohyblivým vřeteníkem pro tyče o průměrech 0,3 - 102 mm a délce až 6 m. Stejně tak poskytuje řešení pro vícevřetenové automaty až s 8mi vřeteny.",39-0546698000,iemca.it@bucci-industries.com,,www.iemca.com,EN
Convoi s.r.o.,,,420-720028352,info.cz@convoi.com,,www.convoi.com,EN
"Abc3D (ELVIRA, spol. s r.o.)",,,420-261090241,obchod@elvira.cz,,www.abc3d.cz,CZ
"SOLLAU, s.r.o.",,Jsme specialista v oboru magnetické separace. Zaměřujeme se na dodávky špičkových materiálů a výrobků pro plastikářský průmysl.,420-576013873,info@sollau.cz,,www.sollau.cz,CZ
Unigen Steel Engineering Srl,,,39-0302161079,amministrazione@unigensteel.com,,www.unigensteel.com/,EN
Česká agentura na podporu obchodu/CzechTrade,,,420-224907535,marketingovakomunikace@czechtrade.cz,,www.czechtrade.cz,CZ
Bio HI-TECH Surface Technology s.r.o.,,,420-774691062,info.biohitech@gmail.com,,www.biohitech.cz,EN
Vysoké učení technické v Brně,,,420-541145111,vut@vutbr.cz,,www.vut.cz,CZ
